addAplyQlfcCndCn,aplyPrdSeCd,aplyUrlAddr,aplyYmd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,bizPrdSeCd,bscPlanAsmtNo,bscPlanCycl,bscPlanFcsAsmtNo,bscPlanPlcyWayNo,earnCndSeCd,earnEtcCn,earnMaxAmt,earnMinAmt,etcMttrCn,frstRegDt,inqCnt,jobCd,lastMdfcnDt,lclsfNm,mclsfNm,mrgSttsCd,operInstCd,operInstCdNm,operInstPicNm,plcyAplyMthdCn,plcyAprvSttsCd,plcyExplnCn,plcyKywdNm,plcyMajorCd,plcyNm,plcyNo,plcyPvsnMthdCd,plcySprtCn,ptcpPrpTrgtCn,pvsnInstGroupCd,refUrlAddr1,refUrlAddr2,rgtrHghrkInstCd,rgtrHghrkInstCdNm,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,sbizCd,sbmsnDcmntCn,schoolCd,sprtArvlSeqYn,sprtSclCnt,sprtSclLmtYn,sprtTrgtAgeLmtYn,sprtTrgtMaxAge,sprtTrgtMinAge,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,srngMthdCn,zipCd
,0057003,,,20250101,20251231,,0056001,041,1,016,004,0043001,,0,0,,2025-07-23 10:14:46,730,0013010,2026-01-01 00:00:00,복지문화,예술인지원,0055003,B555119,재단법인전북특별자치도콘텐츠융합진흥원,,,0044002,"기능성 게임 콘텐츠 제작지원, 도내 기업 경쟁력 강화 및 마케팅 지원, 인력양성 등 지원","중소기업,보조금,인턴",0011009,기능성게임산업 육성산업,20250723005400211478,0042006,"기능성 게임 콘텐츠 제작지원, 도내 기업 경쟁력 강화 및 마케팅 지원, 인력양성 등 지원",,0054002,,,6540000,전북특별자치도,6540000,전북특별자치도,0000000,전북특별자치도,0014010,,0049010,N,0,N,Y,0,0,6540000,전북특별자치도,,,"52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,https://www.jb2030.or.kr/,,        ,        ,사업비 소진 시 까지,0056002,002,1,001,001,0043001,,0,0,,2025-07-22 17:39:56,510,0013003,2026-01-01 00:00:00,일자리,취업,0055003,       ,,김영민,,0044002,"자격증 취득 응시 수수료, 면접 실비 등 지원",장기미취업청년,0011009,전북 청년 취업 지원 패키지,20250722005400211476,0042005,"- 구직(면접) 및 면접용 증명사진 촬영, 면접정장 대여비 지원
- 취업 역량강화를 위한 자격증 취득 경비 지원
- 홈페이지, SNS, 커뮤니티, 대학과의 협력 등을 통한 홍보",,0054002,,,6540000,전북특별자치도,6540000,전북특별자치도,0000000,전북특별자치도,0014010,,0049010,Y,200,N,N,39,18,6540000,전북특별자치도,이광민,,"52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057001,,20250403 ~ 20250422,20250101,20251231,,0056001,004,1,002,001,0043001,,0,0,,2025-07-22 10:03:33,24,0013010,2025-07-22 14:40:46,일자리,창업,0055003,B553534,전북창조경제혁신센터,신윤서,,0044002,초기 창업기업들의 성장과 혁신을 촉진하는 창업 프로그램과 사업화 자금지원 등 통합패키지 제공,중소기업,0011009,창업기업 양성 프로젝트,20250722005400211475,0042004,초기 창업기업들의 성장과 혁신을 촉진하는 창업 프로그램과 사업화 자금지원 등 통합패키지 제공,,0054002,,,6540000,전북특별자치도,6540000,전북특별자치도,0000000,전북특별자치도,0014001,,0049010,N,10,N,Y,0,0,6540000,전북특별자치도,김현상,,"52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057001,,20251003 ~ 20251004,20250721,20251231,,0056001,051,1,020,005,0043001,,0,0,,2025-07-21 11:24:25,30,0013010,2025-09-09 14:30:06,참여권리,권익보호,0055003,       ,,,,0044002,청년화합소통행사지원,교육지원,0011009,청년 화합소통행사 개최지원,20250721005400111471,0042002,"청년 콘서트, 이벤트, 홍보체험부스 등 화합소통행사 개최",,0054001,https://gbyouth.co.kr/main.tc,,6470000,경상북도,6471515,경상북도 지방시대정책국,6470000,경상북도,0014010,,0049010,N,0,Y,Y,0,0,6471515,지방시대정책국,이정순,,"47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940"
,0057003,,,20250301,20251231,,0056001,051,1,020,005,0043001,,0,0,,2025-07-21 11:11:43,1450,0013010,2026-01-01 00:00:00,참여권리,권익보호,0055003,       ,,,,0044002,지역별 청년 활동 지원 프로그램 운영,교육지원,0011009,청년행복 뉴딜프로젝트,20250721005400211470,0042002,"포항시 (054-270-5195) 청년스쿨 및 청년아카데미 운영, 원데이 클래스
상주시(054-537-7140) 청년 취미 클래스, 미혼청년 만남 클래스, 소통콘서트
문경시(054-550-6766) 원데이 클래스(공예,목공, 요리) 취창업 역량강화, 프로그램(동아리 활동비)
의성군(054-830-6022) 지역생활 실험실(리빙랩)운영, 의성청년센터로(트레일코스 개발)
청도군(054-370-2032)  청도맛보기(취창업교육, 멘토연결),청도에서 나찾기(취미프로그램 등)
칠곡군(054-979-6546) 맞춤형 프로그램(금융,청년특강),원데이클래스(요가,요리교실)등
예천군(054-650-6808) 청년활동가 학교운영, 청년라이프 마켓, 라이프 페스티벌 등",,0054002,,,6470000,경상북도,6471515,경상북도 지방시대정책국,6470000,경상북도,0014010,,0049010,N,0,Y,N,39,19,6471515,지방시대정책국,이정순,,"47111,47113,47250,47280,47730,47820,47850,47900"
,0057001,,20250301 ~ 20251130,20250301,20251231,,0056001,051,1,020,005,0043001,,0,0,,2025-07-21 10:33:38,15,0013003,2025-09-09 14:18:06,참여권리,권익보호,0055003,6470000,경상북도,,"  ※ ｢2025 꿈이음 청춘카페 지원사업｣ 시･군별 참가자 모집 일정
   ▹ 포항시 : 모집중(054-270-5194)       ▹ 경주시 : 모집중(054-760-2779)
   ▹ 구미시 : 모집중(054-480-2522)        ▹ 영천시 : 모집중(054-330-6707)
   ▹ 상주시 : 모집중(1533-1347)         ▹ 경산시 : 모집중(053-810-6623)   
   ▹ 예천군 : 모집중(054-650-6807)
",0044002,"지역의 '청년-기업-카페'이 협력하여, 청년활동공간 확보로 청년간 자생적인 네트워킹 형성 및 취창업지원
","교육지원,바우처",0011009,2025꿈이음 청춘카페 지원사업,20250721005400211469,0042010,"(신청자격) 사업참여 시군에 주소를 둔 미취업 19~39세 청년
(지원사항) 카페포인트(10만점) 지급, 취창업 프로그램 운영
(청춘카페역할) 월1회(연간7회), 취창업 관련 프로그램 운영
(지역기업) 기업홍보 및 취업희망 청년들과 만남제공","대학 재학생에 한해, 4대보험 가입자 참여가능",0054002,https://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069,,6470000,경상북도,6471515,경상북도 지방시대정책국,6470000,경상북도,0014010,,0049010,Y,1680,N,N,39,19,6471515,지방시대정책국,이정순,,"47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940"
시·군 추천의 경우 해당 시·군 조례에서 정한 청년 나이까지 신청가능,0057001,,20250609 ~ 20250629,        ,        ,위촉일로부터 2년,0056002,045,1,017,005,0043001,,0,0,기타 자세한 사항은 공고문을 참고하거나 담당자에게 문의하여 주시기 바랍니다.,2025-07-20 19:13:42,31,0013010,2025-07-21 11:20:40,참여권리,청년참여,0055003,       ,,," (시⋅군 추천) 시장⋅군수 명의 공문 신청
(공 개 모 집) 이메일 신청",0044002,"정책제안, 네트워크 등 청년의 정책 참여기회 확대",맞춤형상담서비스,0011009,전라남도 청년의 목소리 운영,20250720005400211468,0042013,청년정책 참여기회 제공으로 맞춤형 청년정책 발굴," ▸ 전라남도 외 타 지역의 청년정책 활동을 목적으로 하는 자
 ▸ 제5~6기 청년의 목소리 위원으로 연임한 자
 ▸ 특정정당 및 후보의 지지, 지원 등 선거활동을 목적으로 하는 자
 ▸ 특정 개인 또는 단체의 이익이나 영리를 목적으로 하는 자
 ▸ 감사원·검·경 등 조사·수사개시, 기소, 민·행사재판 계류된 자
 ▸ 물의 야기 등 청년의 목소리 위원으로 합당치 않다고 판단되는 자",0054002,,,6460000,전라남도,6460000,전라남도,0000000,전라남도,0014010,"  - (필수) 지원 신청서 1부(서식1).
  - (필수) 자기소개서 1부(서식2).
  - (필수) 개인정보 수집·이용 동의서 1부(서식3)
  - (필수) 지원자격 증빙자료 1부
   ⋅ 전라남도에 주민등록을 둔 경우 ☞ 주민등록 초본
   ⋅ 전라남도 소재 학교에 소속된 경우 ☞ 재학·휴학·졸업증명서
   ⋅ 전라남도 소재 기업 등에 소속된 경우 ☞ 재직증명서·사업자등록증
   ⋅ 전라남도 소재 단체에서 활동 중인 경우 ☞ 단체 및 활동증명서 등
  - (선택) 임원 입후보 신청서 1부.
  - (선택) 기타 증빙자료",0049010,N,70,N,N,45,18,6460000,전라남도,윤여준,서류심사를 통한 임의 선정,"46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910"
,0057001,https://www.jeju.go.kr/news/news/law/jeju2.htm,20250201 ~ 20250430,20250601,20251231,,0056001,005,1,002,001,0043003,"지원대상: ｢농업·농촌 및 식품산업 기본법｣에 따른 농업인이며, 도내 3년 이상 주소를 두고 실제 거주하고 있는 자",0,0,,2025-07-19 16:05:08,189,0013008,2025-07-21 11:19:16,일자리,창업,0055003,6500411,농축산식품국,,○ 제주특별자치도 홈페이지 고시 공고란 공개 모집,0044002,"○ 영농초기 창업 비용 지원으로 청년농업인의 성공적 농업 분야 진출 및 정착 유도
○  젊고 유능한 인재의 농업 분야 진출을 촉진하는 선순환 체계 구축",보조금,0011009,청년농업인 창업 인큐베이팅 지원사업,20250719005400211467,0042006,"1. 지원대상
○ 지원자격 및 요건
    - 지원대상: ｢농업·농촌 및 식품산업 기본법｣에 따른 농업인이며, 도내 3년 이상 주소를 두고
                      실제 거주하고 있는 자
    - 지원연령: 19세 이상 45세 이하(1980.1.1 ∼ 2006.12.31. 출생자)
○ 지원제외
    - 사업자 등록을 하고 사업체를 경영하는 자
     · 단. 본인 명의의 영농기반에서 농축산물을 생산하거나 그 농산물의 판매, 가공 또는 그 영농기반 
       및 농산물을 활용한 체험사업을 위하여 사업자 등록을 한 경우는 신청 가능
    - 공공기관 및 회사 등에 상근직원으로채용되어 매월 보수또는보수에 준하는 급여를 받고 있는 자
2. 지원내용
○ 세부 사업별 지원 범위
    ① 가 공 비: 시설(기계, 장비) 임차료, 시제품 제작 등 가공 비용
        ※ 가공사업에 따른 농지 및 시설장비 구입은 불가
    ② 재 료 비: 농산물 가공품 및 시제품 제작 등에 필요한 가공용 재료, 표장제 등 비용
        ※ 단, 농산물 가공품 제작 시 본인 생산 농산물 50%(물량기준) 이상 포함
    ③ 홍 보 비: 홈페이지 구축, 홍보물 제작, 상표 디자인 기획 및 제작 등 홍보에 관한 사업비
    ④ 교 육 비: 등록된 기관·업체에서 실시하는 농업 관련 창업에필요한 교육비
    ⑤ 컨설팅비: 농산물 재배 등 영농 및 직접 가공생산한 제품의 컨설팅 비용
    ⑥ 연 구 비: 농산물 품질 향상을 위한 연구비
        ※ 대학교 등 연구기관(법인)과 연구하는 경우
    ⑦ 기     타: 제품인증, 상표등록비 등
○ 지원제외
    - 자산취득 및 기계·장비 구입비를 초과하는 임차료
    - 인건비 및 기타 사업계획서상 사업과 관련 없는 사항","○ 지원제외
    - 사업자 등록을 하고 사업체를 경영하는 자
     ·단. 본인 명의의 영농기반에서 농축산물을 생산하거나 그 농산물의 판매, 가공 또는 그 영농기반 및 농산물을 활용한 체험사업을 위하여 사업자 등록을 한 경우는 신청 가능
    - 공공기관 및 회사 등에 상근 직원으로 채용되어 매월 보수 또는 보수에 준하는 급여를 받고 있는 자",0054002,https://www.jeju.go.kr/index.htm,,6500000,제주특별자치도,6500411,제주특별자치도 농축산식품국,6500000,제주특별자치도,0014006,"1. 사업신청서 2.사업계획서  3. 주민등록등본  4. 농업경영체 등록확인서
5. 지방세납부확인서  6. 건강보험자격득실확인서  7. 기타(해당자만 가점 증명서류 등)",0049010,N,10,N,N,45,19,6500411,농축산식품국,홍윤수,"○  대상자 심의
   - 1차 자체심의: 사업심사평가표(참고)에 따라 사업 참여 의지, 이해도, 역량 등 
                          대상자 서류평가
                          ※ 보완 후 사업평가표(참고)기준 60점 이하 지원 불가
   - 2차 심의회심의: 심의회 면접을 통한 최종 선발자 선정
      ※ 대면 심의회 심의 위원회 별도 구성 및 운영 추진
   - 지방보조금심의위원회 심의 후 최종 확정","50110,50130"
"- 6개월 이상 취(창)업·교육·직업훈련 참여이력이 없는 18~34세 청년
- 군 경력자는 복무기간에 비례하여 참여 제한 연령 적용(최고 39세까지 가능)
- 고등학교 졸업(예정자)로 상급학교에 진학하지 않거나 취업예정자
- 자립준비청년, 청소년복지시설 입·퇴소 청년
- 북한이탈청년 등",0057001,https://forms.gle/35Dr51sLkNxSBvBH8,20250721 ~ 20250930,20250101,20251231,,0056001,001,1,001,001,0043001,,0,0,재미있는 유익한 프로그램이 많으니 참여하시어 좋은 경험을 놓치지 마세요.,2025-07-19 10:52:56,1250,"0013003,0013006",2025-07-21 11:18:46,일자리,취업,0055003,       ,,사회적협동조합 희망리본 원주센터 ,"방법 1. 고용24접속 – 로그인 – 취업지원 – 취업역량강화 – 청년도전지원사업 참여신청 
방법 2. 사전신청 홈페이지(https://forms.gle/35Dr51sLkNxSBvBH8)
방법 3. QR코드 사전 신청(붙임 참조)

* 방법 1, 2, 3 중 택하여 신청한 후, 개별적으로 구직문답표 작성하여 프로그램 진행 일정 안내
   (문의처: 사회적협동조합 희망리본 원주센터  ☎ 033-813-8033)",0044002,"18~34세 청년들에게 맞춤형 프로그램을 제공하여 구직의욕 고취, 노동시장 참여 및 취업 촉진 지원","교육지원,맞춤형상담서비스,장기미취업청년,보조금",0011009,2025년 청년도전지원사업(원주시),20250719005400211466,0042002,"1. 맞춤형 프로그램 무료 제공
  밀착상담, 사례관리, 자신감 회복, 진로 탐색, 취업역량 강화 등

2. 이수자에게 인센티브 지급
  단기(5주) - 참여수당(50만원)
  중기(15주) - 참여수당(150만원), 이수인센티브(20만원)
  장기(25주) -  참여수당(250만원), 이수인센티브(20만원), 취업활동시(30만원)
  ※ 중기, 장기 이수자 중 6개월 이내 취(창)업 + 3개월 근속 시, 50만원 추가 지원

3. 이수 후 국민취업지원제도, 일경험, 직업훈련 등 연계 가능","- 6개월 이내 의무복무 예정자
- 최근 국민취업지원제도 참여자
- 실업급여 수급자
- 대학교 또는 대학원 재학생
- 대학 졸업일 이후 6개월 내 취(창)업·교육·직업훈련 참여이력이 있는 자 등
",0054002,,,6530000,강원특별자치도,4191005,강원특별자치도 원주시 경제국,4191000,강원특별자치도 원주시,"0014003,0014009",,0049010,Y,40,N,N,34,18,1492000,고용노동부,원주시 기업지원일자리과 ,운영기관(사회적협동조합 희망리본 원주센터)에서 심사 및 선발 통보,51130
,0057003,,,        ,        ,2023년 ~ 계속,0056002,052,1,020,005,0043001,,0,0,,2025-07-18 22:32:01,128,0013010,2026-01-01 00:00:00,참여권리,청년국제교류,0055003,6286762,시민소통담당관,김도우,,0044002,인천 소재 대학교‧대학생 간 연합축제 개최로 소통과 교류 활성화,교육지원,0011009,인천 대학예술로 소통 페스티벌,20250718005400211465,0042001,"○ 인천 소재 대학 동아리 공연, 축하공연
○ 부대행사(대학교 참여부스 및 시정 홍보부스 운영)",,0054002,https://youth.incheon.go.kr/youthpolicy/youthPolicyInfoDetail.do?poly_seq=359,,6280000,인천광역시,6280000,인천광역시,0000000,인천광역시,0014010,,0049005,N,0,N,N,39,18,6286762,시민소통담당관,김도우,,"28110,28140,28177,28185,28200,28237,28245,28260,28710,28720"
,0057003,,,        ,        , 2025. 9. 20. ~ 26.,0056002,050,1,019,005,0043001,,0,0,,2025-07-18 22:22:52,180,0013010,2026-01-01 00:00:00,참여권리,청년참여,0055003,6286763,청년정책담당관,오선주,,0044002,청년들의 소통․교류의 장 마련,맞춤형상담서비스,0011009,청년의 날 및 청년주간 운영,20250718005400211464,0042001,"○ 청년 정책․문화 공유 등을 통해 청년들과 소통의 장 제공
○ 청년들의 의견을 수렴하는 행사 프로그램 운영",,0054002,https://youth.incheon.go.kr/youthpolicy/youthPolicyInfoDetail.do?poly_seq=357,,6280000,인천광역시,6280000,인천광역시,0000000,인천광역시,0014010,,0049010,N,0,N,N,39,18,6286763,청년정책담당관,오선주,,"28110,28140,28177,28185,28200,28237,28245,28260,28710,28720"
